iter	RMSE
317	24.05357843
318	24.04427926
319	24.03836185
320	24.03453491
321	24.02902118
322	24.02442957
323	24.01633056
324	24.00825465
325	24.0037194
326	23.99998026
327	23.99435063
328	23.99141091
329	23.98234789
330	23.97800235
331	23.97093126
332	23.96553409
333	23.96256374
334	23.95939596
335	23.94904431
336	23.9394697
337	23.93465091
338	23.92773535
339	23.92516179
340	23.92056324
341	23.9130056
342	23.9079095
343	23.90198008
344	23.89601168
345	23.8893453
346	23.88473868
347	23.87491466
348	23.86693371
349	23.85910635
350	23.85127483
351	23.84543485
352	23.8423301
353	23.83632461
354	23.83235724
355	23.82808026
356	23.81672951
357	23.81247004
358	23.80981929
359	23.80540682
360	23.79972362
361	23.79609563
362	23.78940398
363	23.78374343
364	23.77999229
365	23.77107134
366	23.76636694
367	23.75906713
368	23.75613523
369	23.74982698
370	23.74554379
371	23.74214484
372	23.73503065
373	23.73169774
374	23.72570949
375	23.72178925
376	23.71471149
377	23.7090381
378	23.70537927
379	23.70142634
380	23.6969016
381	23.69171071
382	23.68770002
383	23.68255931
384	23.67775336
385	23.67302452
386	23.66465411
387	23.66212501
388	23.65809991
389	23.65327064
390	23.65090573
391	23.6440395
392	23.63773963
393	23.63201621
394	23.62757559
395	23.62187366
396	23.61495208
397	23.61150832
398	23.60632006
399	23.60324748
400	23.5985205
401	23.59530963
402	23.59242628
403	23.58740064
404	23.58466472
405	23.58018976
406	23.57214303
407	23.56663447
408	23.56265116
409	23.55883044
410	23.55550303
411	23.54962335
412	23.54616661
413	23.54088948
414	23.53739791
415	23.53323205
416	23.52923995
417	23.52210479
418	23.5162725
419	23.51220785
420	23.5073899
421	23.50416965
422	23.49965551
423	23.49801594
424	23.49330627
425	23.48355064
426	23.47586336
427	23.47237136
428	23.46702303
429	23.46255167
430	23.45533693
431	23.45060116
432	23.44569056
433	23.43923667
434	23.43457828
435	23.43121936
436	23.42645447
437	23.42276447
438	23.41789179
439	23.41277113
440	23.40992941
441	23.40705796
442	23.40378853
443	23.39930539
444	23.38975198
445	23.38205315
446	23.37292042
447	23.36822169
448	23.36407762
449	23.35860252
450	23.35384764
451	23.34950765
452	23.34580097
453	23.33877437
454	23.33556308
455	23.33032902
456	23.32741482
457	23.32125599
458	23.31386132
459	23.31028128
460	23.30705366
461	23.30378368
462	23.29974561
463	23.29332794
464	23.29005426
465	23.28267878
466	23.27921944
467	23.2778181
468	23.27381853
469	23.26654235
470	23.26189042
471	23.25833384
472	23.2508616
473	23.24376338
474	23.23538745
475	23.23036356
476	23.22739212
477	23.22436988
478	23.21927904
479	23.21171903
480	23.20494236
481	23.19991286
482	23.19332104
483	23.19006639
484	23.18467635
485	23.18164446
486	23.17900646
487	23.17287288
488	23.16756906
489	23.16033566
490	23.15376413
491	23.14883138
492	23.14538267
493	23.14245114
494	23.13686783
495	23.13331768
496	23.12667447
497	23.11824183
498	23.11523382
499	23.11159749
500	23.10838342
501	23.10427384
502	23.10185586
503	23.09512326
504	23.08859628
505	23.08523284
506	23.08035053
507	23.07300343
508	23.07059492
509	23.06926248
510	23.06277955
511	23.05313836
512	23.04957155
513	23.04552309
514	23.04088823
515	23.03855518
516	23.03453401
517	23.02979714
518	23.02784315
519	23.02453013
520	23.01907572
521	23.01248544
522	23.00653169
523	23.00298297
524	22.99921198
525	22.99561369
526	22.98963882
527	22.9854209
528	22.98269365
529	22.98099849
530	22.97465895
531	22.97126808
532	22.96810883
533	22.96137081
534	22.9592583
535	22.9528474
536	22.95012004
537	22.94568924
538	22.94243349
539	22.93666372
540	22.93285048
541	22.93083414
542	22.92562031
543	22.92117098
544	22.91785154
545	22.91246677
546	22.90699253
547	22.90536768
548	22.90076984
549	22.89524758
550	22.89290981
551	22.88883096
552	22.88066077
553	22.87395716
554	22.87017062
555	22.86759861
556	22.86078908
557	22.85971872
558	22.85127787
559	22.84633076
560	22.84481462
561	22.83806457
562	22.83409611
563	22.83016392
564	22.82481033
565	22.81738853
566	22.81325605
567	22.80634838
568	22.80283749
569	22.80049709
570	22.79417022
571	22.79041097
572	22.78420372
573	22.779261
574	22.77584506
575	22.77220861
576	22.7687042
577	22.76556028
578	22.76202569
579	22.7584974
580	22.75546133
581	22.75243906
582	22.74881788
583	22.7455211
584	22.74086307
585	22.73805888
586	22.7348427
587	22.73147203
588	22.73029081
589	22.72619298
590	22.72104364
591	22.71425427
592	22.71048315
593	22.70684017
594	22.70087056
595	22.69747155
596	22.69494529
597	22.69146741
598	22.68588005
599	22.68055599
600	22.67706457
601	22.67274653
602	22.66901293
603	22.66673992
604	22.66302372
605	22.65568478
606	22.65114923
607	22.64928195
608	22.64466215
609	22.63859373
610	22.63554952
611	22.63123384
612	22.62631809
613	22.62292213
614	22.62104757
615	22.61631534
616	22.61409489
617	22.61161919
618	22.60813036
619	22.60426849
620	22.59559616
621	22.5920221
622	22.58717222
623	22.58175036
624	22.57667414
625	22.57331297
626	22.5690952
627	22.56343429
628	22.55697366
629	22.55346895
630	22.55020415
631	22.5465118
632	22.53952494
633	22.53418963
634	22.5312569
635	22.52824607
636	22.52664141
637	22.52424534
638	22.51776258
639	22.51217995
640	22.51057512
641	22.5048569
642	22.50033683
643	22.49902375
644	22.49458256
645	22.49040668
646	22.48562894
647	22.48009695
648	22.4755299
649	22.47143286
650	22.46584765
651	22.46277799
652	22.4592412
653	22.45780105
654	22.45327853
655	22.45013244
656	22.44708415
657	22.44423253
658	22.44033168
659	22.43920958
660	22.43694165
661	22.43334188
662	22.4292745
663	22.42379257
664	22.41896749
665	22.41194272
666	22.40797079
667	22.4047483
668	22.39957459
669	22.39383139
670	22.39189593
671	22.38779689
672	22.38464144
673	22.38081987
674	22.3783282
675	22.37444448
676	22.37155168
677	22.36764059
678	22.36137789
679	22.35758143
680	22.35374439
681	22.35257448
682	22.3483873
683	22.34367459
684	22.34005195
685	22.33516754
686	22.33281083
687	22.32954783
688	22.32710451
689	22.323239
690	22.31698239
691	22.31235497
692	22.30689086
693	22.30232919
694	22.29820821
695	22.29529777
696	22.29113175
697	22.28939409
698	22.28319834
699	22.27745436
700	22.27433368
701	22.26766263
702	22.26378673
703	22.25853797
704	22.25548618
705	22.25152808
706	22.24662811
707	22.24144986
708	22.23461263
709	22.22974266
710	22.22716806
711	22.22465321
712	22.22087503
713	22.21515435
714	22.20816705
715	22.20205628
716	22.20029902
717	22.19670084
718	22.19378967
719	22.18955267
720	22.18582472
721	22.18104264
722	22.17576044
723	22.17292157
724	22.17011808
725	22.16602928
726	22.16385603
727	22.159748
728	22.15369762
729	22.15054987
730	22.14784225
731	22.14365844
732	22.14155195
733	22.13933677
734	22.13474033
735	22.13055615
736	22.12718767
737	22.12423536
738	22.11898719
739	22.11368427
740	22.1060489
741	22.10470088
742	22.09871232
743	22.09571357
744	22.09051298
745	22.08914708
746	22.08408633
747	22.0802555
748	22.07567321
749	22.07422905
750	22.07018171
751	22.06626485
752	22.06097776
753	22.05619104
754	22.04962584
755	22.04589859
756	22.04217116
757	22.03968245
758	22.03512448
759	22.03002659
760	22.02642514
761	22.01976958
762	22.01380958
763	22.01123563
764	22.00590381
765	22.00235522
766	21.99683621
767	21.99012019
768	21.98651601
769	21.98359987
770	21.98000527
771	21.97569824
772	21.97330479
773	21.9697644
774	21.96629091
775	21.96137386
776	21.95420919
777	21.9498598
778	21.94527468
779	21.94065519
780	21.93533688
781	21.93228439
782	21.92726069
783	21.9211913
784	21.91673483
785	21.91062568
786	21.90502536
787	21.90272946
788	21.89751201
789	21.89452952
790	21.89149713
791	21.88704217
792	21.88437921
793	21.88217998
794	21.87729185
795	21.87280305
796	21.8689274
797	21.86258237
798	21.85710848
799	21.85558687
800	21.85148
801	21.84758649
802	21.84420341
803	21.84264647
804	21.83901549
805	21.8353042
806	21.83099776
807	21.82578528
808	21.82368424
809	21.81908451
810	21.81639791
811	21.81142064
812	21.80869621
813	21.80405774
814	21.80140144
815	21.79715727
816	21.79451251
817	21.7922156
818	21.78830577
819	21.78587684
820	21.78299917
821	21.77859862
822	21.77324943
823	21.77066711
824	21.76615848
825	21.76268014
826	21.75990346
827	21.7542823
828	21.75054184
829	21.74537248
830	21.74259245
831	21.73966536
832	21.73739229
833	21.73362583
834	21.7320082
835	21.72644183
836	21.72325124
837	21.7177629
838	21.71369945
839	21.71064445
840	21.70668213
841	21.69807198
842	21.69084671
843	21.68655375
844	21.68229597
845	21.67864184
846	21.6752375
847	21.67273915
848	21.66902899
849	21.6647838
850	21.66310405
851	21.66024164
852	21.6562583
853	21.65401944
854	21.65108692
855	21.64669769
856	21.64253347
857	21.63893284
858	21.63334712
859	21.63096614
860	21.62485661
861	21.61824422
862	21.61351983
863	21.61143772
864	21.60880377
865	21.60510341
866	21.60160089
867	21.5957496
868	21.59093435
869	21.58805279
870	21.58642453
871	21.58461995
872	21.5803877
873	21.57877325
874	21.57646002
875	21.57205017
876	21.5676118
877	21.56599967
878	21.56313705
879	21.55884877
880	21.55547256
881	21.55181965
882	21.54960537
883	21.54654853
884	21.54321208
885	21.54020752
886	21.53702525
887	21.53206437
888	21.52897616
889	21.52443457
890	21.51800828
891	21.51440287
892	21.51071453
893	21.50805416
894	21.50484472
895	21.50029306
896	21.49643225
897	21.4923174
898	21.48835251
899	21.4845822
900	21.48158908
901	21.47843939
902	21.47628502
903	21.47332613
904	21.47032639
905	21.46766846
906	21.465128
907	21.46057944
908	21.45787659
909	21.45316162
910	21.44847829
911	21.44505596
912	21.44227016
913	21.43934662
914	21.43464781
915	21.43139983
916	21.42715641
917	21.42326157
918	21.41918462
919	21.4155567
920	21.41412102
921	21.40956415
922	21.40660816
923	21.40489199
924	21.40075013
925	21.39541457
926	21.39161103
927	21.38897116
928	21.38530447
929	21.38162479
930	21.3773994
931	21.37494485
932	21.37265996
933	21.36628971
934	21.36277096
935	21.36023736
936	21.35673088
937	21.3524147
938	21.35075882
939	21.34717191
940	21.34404349
941	21.33973548
942	21.33840149
943	21.33660488
944	21.33360799
945	21.32898726
946	21.32526317
947	21.32200829
948	21.31622103
949	21.31356757
950	21.30932283
951	21.30636822
952	21.30130825
953	21.29833368
954	21.2963079
955	21.29001414
956	21.2871393
957	21.28378501
958	21.28257371
959	21.28114573
960	21.27766908
961	21.2744388
962	21.26836475
963	21.26575649
964	21.26278819
965	21.25802886
966	21.25509882
967	21.25265059
968	21.24876751
969	21.2473264
970	21.24571167
971	21.24080725
972	21.23837013
973	21.23511492
974	21.23020406
975	21.22395523
976	21.21936552
977	21.21489919
978	21.21244626
979	21.20938251
980	21.20443767
981	21.20266151
982	21.19978431
983	21.19422786
984	21.1903787
985	21.18697332
986	21.18435226
987	21.18229774
988	21.17899203
989	21.17696736
990	21.17482632
991	21.17227438
992	21.167518
993	21.16300541
994	21.1610147
995	21.15586726
996	21.15392546
997	21.14856998
998	21.14603971
999	21.14260715
